149,ア,青山学院大学大学院,7325,文学研究科 史学専攻,73259294J9,1
150,ア,青山学院大学大学院,7325,文学研究科 日本文学・日本語専攻,73259297W7,1
151,ア,青山学院大学大学院,7325,文学研究科 比較芸術学専攻,7325929HMV,1
152,ア,青山学院大学大学院,7325,文学研究科 その他専攻,7325929HZ9,1
153,ア,青山学院大学大学院,7325,法学研究科 ビジネス法務専攻,73259420NM,1
154,ア,青山学院大学大学院,7325,法学研究科 公法専攻,73259423U1,1
155,ア,青山学院大学大学院,7325,法学研究科 私法専攻,73259424L3,1
156,ア,青山学院大学大学院,7325,法学研究科 その他専攻,7325942HZ9,1
157,ア,青山学院大学大学院,7325,理工学研究科 理工学専攻　基礎科学コース,732596343E,2
158,ア,青山学院大学大学院,7325,理工学研究科 理工学専攻　機能物質創成コース,732596343O,2
159,ア,青山学院大学大学院,7325,理工学研究科 理工学専攻　生命科学コース,732596343U,2
160,ア,青山学院大学大学院,7325,理工学研究科 理工学専攻　電気電子工学コース,732596343V,2
161,ア,青山学院大学大学院,7325,理工学研究科 理工学専攻　機械創造コース,732596343Y,2
162,ア,青山学院大学大学院,7325,理工学研究科 理工学専攻　知能情報コース,732596343Z,2
163,ア,青山学院大学大学院,7325,理工学研究科 理工学専攻　マネジメントテクノロジーコース,732596344D,2
164,ア,青山学院大学大学院,7325,理工学研究科 理工学専攻　化学コース,732596364U,2
165,ア,青山学院大学大学院,7325,理工学研究科 理工学専攻,7325963HOZ,2
166,ア,青山学院大学大学院,7325,理工学研究科 その他専攻,7325963HZ9,2
167,ア,秋田県立大学大学院,7753,生物資源科学研究科 生物資源科学専攻,77533306G0,1
168,ア,秋田県立大学大学院,7753,生物資源科学研究科 その他専攻,7753330HZ9,2
169,ア,秋田県立大学大学院,7753,システム科学技術研究科 共同ライフサイクルデザイン工学専攻,775345740Z,2
170,ア,秋田県立大学大学院,7753,システム科学技術研究科 機械知能システム学専攻,77534574PW,2
171,ア,秋田県立大学大学院,7753,システム科学技術研究科 建築環境システム学専攻,77534574QN,2
172,ア,秋田県立大学大学院,7753,システム科学技術研究科 経営システム工学専攻,7753457H9U,1
173,ア,秋田県立大学大学院,7753,システム科学技術研究科 総合システム科学専攻,7753457HHW,2
174,ア,秋田県立大学大学院,7753,システム科学技術研究科 電子情報システム学専攻,7753457HLV,2
175,ア,秋田県立大学大学院,7753,システム科学技術研究科 その他専攻,7753457HZ9,2
176,ア,秋田公立美術大学大学院,7189,複合芸術研究科 複合芸術専攻,7189400614,1
